employee_id,time_in_stamp,time_out_stamp,year,month,day
2197,07:00:AM,05:00:PM,2023,9,4
2197,07:00:AM,05:00:PM,2023,9,4
2198,07:15:AM,05:15:PM,2023,9,4
2199,07:30:AM,05:30:PM,2023,9,4
2200,07:45:AM,05:45:PM,2023,9,4
2201,08:00:AM,06:00:PM,2023,9,4
2202,08:15:AM,06:15:PM,2023,9,4
2203,08:30:AM,06:30:PM,2023,9,4
2204,08:45:AM,06:45:PM,2023,9,4
2205,09:00:AM,07:00:PM,2023,9,4
2206,09:15:AM,07:15:PM,2023,9,4
2207,09:30:AM,07:30:PM,2023,9,4
2208,09:45:AM,07:45:PM,2023,9,4
2209,10:00:AM,08:00:PM,2023,9,4
2210,07:00:AM,05:00:PM,2023,9,4
2211,07:15:AM,05:15:PM,2023,9,4
2212,07:30:AM,05:30:PM,2023,9,4
2213,07:45:AM,05:45:PM,2023,9,4
2214,08:00:AM,06:00:PM,2023,9,4
2215,08:15:AM,06:15:PM,2023,9,4
2216,08:30:AM,06:30:PM,2023,9,4
2217,08:45:AM,06:45:PM,2023,9,4
2218,09:00:AM,07:00:PM,2023,9,4
2219,09:15:AM,07:15:PM,2023,9,4
2220,09:30:AM,07:30:PM,2023,9,4
2221,09:45:AM,07:45:PM,2023,9,4
2222,07:00:AM,08:00:PM,2023,9,4
2223,07:15:AM,05:00:PM,2023,9,4
2224,07:30:AM,05:15:PM,2023,9,4
2225,07:45:AM,05:30:PM,2023,9,4
2226,08:00:AM,05:45:PM,2023,9,4
2227,08:15:AM,06:00:PM,2023,9,4
2197,06:03:AM,05:00:PM,2023,9,5
2198,07:10:AM,05:15:PM,2023,9,5
2199,07:23:AM,05:30:PM,2023,9,5
2200,05:45:AM,05:45:PM,2023,9,5
2201,06:55:AM,06:00:PM,2023,9,5
2202,07:12:AM,06:15:PM,2023,9,5
2203,05:30:AM,06:30:PM,2023,9,5
2204,06:40:AM,06:45:PM,2023,9,5
2205,07:55:AM,07:00:PM,2023,9,5
2206,05:15:AM,07:15:PM,2023,9,5
2207,06:30:AM,07:30:PM,2023,9,5
2208,07:42:AM,07:45:PM,2023,9,5
2209,05:10:AM,08:00:PM,2023,9,5
2210,06:20:AM,05:00:PM,2023,9,5
2211,07:35:AM,05:15:PM,2023,9,5
2212,05:50:AM,05:30:PM,2023,9,5
2213,06:57:AM,05:45:PM,2023,9,5
2214,07:15:AM,06:00:PM,2023,9,5
2215,05:25:AM,06:15:PM,2023,9,5
2216,06:37:AM,06:30:PM,2023,9,5
2217,07:50:AM,06:45:PM,2023,9,5
2218,05:08:AM,07:00:PM,2023,9,5
2219,06:18:AM,07:15:PM,2023,9,5
2220,07:33:AM,07:30:PM,2023,9,5
2221,05:52:AM,07:45:PM,2023,9,5
2222,06:59:AM,08:00:PM,2023,9,5
2223,07:17:AM,05:00:PM,2023,9,5
2224,05:28:AM,05:15:PM,2023,9,5
2225,06:40:AM,05:30:PM,2023,9,5
2226,07:55:AM,05:45:PM,2023,9,5
2227,05:15:AM,06:00:PM,2023,9,5
2197,06:03:AM,05:30:PM,2023,9,6
2198,07:10:AM,05:45:PM,2023,9,6
2199,07:23:AM,06:00:PM,2023,9,6
2200,05:45:AM,06:15:PM,2023,9,6
2201,06:55:AM,06:30:PM,2023,9,6
2202,07:12:AM,06:45:PM,2023,9,6
2203,05:30:AM,07:00:PM,2023,9,6
2204,06:40:AM,07:15:PM,2023,9,6
2205,07:55:AM,07:30:PM,2023,9,6
2206,05:15:AM,07:45:PM,2023,9,6
2207,06:30:AM,08:00:PM,2023,9,6
2208,07:42:AM,08:15:PM,2023,9,6
2209,05:10:AM,08:30:PM,2023,9,6
2210,06:20:AM,05:30:PM,2023,9,6
2211,07:35:AM,05:45:PM,2023,9,6
2212,05:50:AM,06:00:PM,2023,9,6
2213,06:57:AM,06:15:PM,2023,9,6
2214,07:15:AM,06:30:PM,2023,9,6
2215,05:25:AM,06:45:PM,2023,9,6
2216,06:37:AM,07:00:PM,2023,9,6
2217,07:50:AM,07:15:PM,2023,9,6
2218,05:08:AM,07:30:PM,2023,9,6
2219,06:18:AM,07:45:PM,2023,9,6
2220,07:33:AM,08:00:PM,2023,9,6
2221,05:52:AM,08:15:PM,2023,9,6
2222,06:59:AM,08:30:PM,2023,9,6
2223,07:17:AM,05:30:PM,2023,9,6
2224,05:28:AM,05:45:PM,2023,9,6
2225,06:40:AM,06:00:PM,2023,9,6
2226,07:55:AM,06:15:PM,2023,9,6
2227,05:15:AM,06:30:PM,2023,9,6
2197,06:03:PM,05:30:PM,2023,9,7
2198,07:10:AM,05:45:PM,2023,9,7
2199,07:23:AM,06:00:PM,2023,9,7
2200,05:45:AM,06:15:PM,2023,9,7
2201,06:55:AM,06:30:PM,2023,9,7
2202,07:12:AM,06:45:PM,2023,9,7
2203,05:30:AM,07:00:PM,2023,9,7
2204,06:40:AM,07:15:PM,2023,9,7
2205,07:55:AM,07:30:PM,2023,9,7
2206,05:15:AM,07:45:PM,2023,9,7
2207,06:30:AM,08:00:PM,2023,9,7
2208,07:42:AM,08:15:PM,2023,9,7
2209,05:10:AM,08:30:PM,2023,9,7
2210,06:20:AM,05:30:PM,2023,9,7
2211,07:35:AM,05:45:PM,2023,9,7
2212,05:50:AM,06:00:PM,2023,9,7
2213,06:57:AM,06:15:PM,2023,9,7
2214,07:15:AM,06:30:PM,2023,9,7
2215,05:25:AM,06:45:PM,2023,9,7
2216,06:37:AM,07:00:PM,2023,9,7
2217,07:50:AM,07:15:PM,2023,9,7
2218,05:08:AM,07:30:PM,2023,9,7
2219,06:18:AM,07:45:PM,2023,9,7
2220,07:33:AM,08:00:PM,2023,9,7
2221,05:52:AM,08:15:PM,2023,9,7
2222,06:59:AM,08:30:PM,2023,9,7
2223,07:17:AM,05:30:PM,2023,9,7
2224,05:28:AM,05:45:PM,2023,9,7
2225,06:40:AM,06:00:PM,2023,9,7
2226,07:55:AM,06:15:PM,2023,9,7
2227,05:15:AM,06:30:PM,2023,9,7
2197,06:03:AM,05:30:PM,2023,9,8
2198,07:10:AM,05:45:PM,2023,9,8
2199,07:23:AM,06:00:PM,2023,9,8
2200,05:45:AM,06:15:PM,2023,9,8
2201,06:55:AM,06:30:PM,2023,9,8
2202,07:12:AM,06:45:PM,2023,9,8
2203,05:30:AM,07:00:PM,2023,9,8
2204,06:40:AM,07:15:PM,2023,9,8
2205,07:55:AM,07:30:PM,2023,9,8
2206,05:15:AM,07:45:PM,2023,9,8
2207,06:30:AM,08:00:PM,2023,9,8
2208,07:42:AM,08:15:PM,2023,9,8
2209,05:10:AM,08:30:PM,2023,9,8
2210,06:20:AM,05:30:PM,2023,9,8
2211,07:35:AM,05:45:PM,2023,9,8
2212,05:50:AM,06:00:PM,2023,9,8
2213,06:57:AM,06:15:PM,2023,9,8
2214,07:15:AM,06:30:PM,2023,9,8
2215,05:25:AM,06:45:PM,2023,9,8
2216,06:37:AM,07:00:PM,2023,9,8
2217,07:50:AM,07:15:PM,2023,9,8
2218,05:08:AM,07:30:PM,2023,9,8
2219,06:18:AM,07:45:PM,2023,9,8
2220,07:33:AM,08:00:PM,2023,9,8
2221,05:52:AM,08:15:PM,2023,9,8
2222,06:59:AM,08:30:PM,2023,9,8
2223,07:17:AM,05:30:PM,2023,9,8
2224,05:28:AM,05:45:PM,2023,9,8
2225,06:40:AM,06:00:PM,2023,9,8
2226,07:55:AM,06:15:PM,2023,9,8
2227,05:15:AM,06:30:PM,2023,9,8
2197,06:03:AM,05:30:PM,2023,9,9
2198,07:10:AM,05:45:PM,2023,9,9
2199,07:23:AM,06:00:PM,2023,9,9
2200,06:15:AM,06:15:PM,2023,9,9
2201,07:40:AM,06:30:PM,2023,9,9
2202,07:12:AM,06:45:PM,2023,9,9
2203,06:20:AM,07:00:PM,2023,9,9
2204,07:25:AM,07:15:PM,2023,9,9
2205,07:55:AM,07:30:PM,2023,9,9
2206,06:35:AM,07:45:PM,2023,9,9
2207,07:30:AM,08:00:PM,2023,9,9
2208,07:42:AM,08:15:PM,2023,9,9
2209,06:10:AM,08:30:PM,2023,9,9
2210,07:20:AM,05:30:PM,2023,9,9
2211,07:35:AM,05:45:PM,2023,9,9
2212,06:50:AM,06:00:PM,2023,9,9
2213,07:57:AM,06:15:PM,2023,9,9
2214,07:15:AM,06:30:PM,2023,9,9
2215,06:25:AM,06:45:PM,2023,9,9
2216,07:37:AM,07:00:PM,2023,9,9
2217,07:50:AM,07:15:PM,2023,9,9
2218,06:08:AM,07:30:PM,2023,9,9
2219,07:18:AM,07:45:PM,2023,9,9
2220,07:33:AM,08:00:PM,2023,9,9
2221,06:52:AM,08:15:PM,2023,9,9
2222,07:59:AM,08:30:PM,2023,9,9
2223,07:17:AM,05:30:PM,2023,9,9
2224,06:28:AM,05:45:PM,2023,9,9
2225,07:40:AM,06:00:PM,2023,9,9
2226,07:55:AM,06:15:PM,2023,9,9
2227,06:15:AM,06:30:PM,2023,9,9
2197,06:03:AM,05:30:PM,2023,9,10
2198,07:10:AM,05:45:PM,2023,9,10
2199,07:23:AM,06:00:PM,2023,9,10
2200,06:15:AM,06:15:PM,2023,9,10
2201,07:40:AM,06:30:PM,2023,9,10
2202,07:12:AM,06:45:PM,2023,9,10
2203,06:20:AM,07:00:PM,2023,9,10
2204,07:25:AM,07:15:PM,2023,9,10
2205,07:55:AM,07:30:PM,2023,9,10
2206,06:35:AM,07:45:PM,2023,9,10
2207,07:30:AM,08:00:PM,2023,9,10
2208,07:42:AM,08:15:PM,2023,9,10
2209,06:10:AM,08:30:PM,2023,9,10
2210,07:20:AM,05:30:PM,2023,9,10
2211,07:35:AM,05:45:PM,2023,9,10
2212,06:50:AM,06:00:PM,2023,9,10
2213,07:57:AM,06:15:PM,2023,9,10
2214,07:15:AM,06:30:PM,2023,9,10
2215,06:25:AM,06:45:PM,2023,9,10
2216,07:37:AM,07:00:PM,2023,9,10
2217,07:50:AM,07:15:PM,2023,9,10
2218,06:08:AM,07:30:PM,2023,9,10
2219,07:18:AM,07:45:PM,2023,9,10
2220,07:33:AM,08:00:PM,2023,9,10
2221,06:52:AM,08:15:PM,2023,9,10
2222,07:59:AM,08:30:PM,2023,9,10
2223,07:17:AM,05:30:PM,2023,9,10
2224,06:28:AM,05:45:PM,2023,9,10
2225,07:40:AM,06:00:PM,2023,9,10
2226,07:55:AM,06:15:PM,2023,9,10
2227,06:15:AM,06:30:PM,2023,9,10
2197,06:03:AM,05:30:PM,2023,9,11
2198,07:10:AM,05:45:PM,2023,9,11
2199,07:23:AM,06:00:PM,2023,9,11
2200,06:15:AM,06:15:PM,2023,9,11
2201,07:40:AM,06:30:PM,2023,9,11
2202,07:12:AM,06:45:PM,2023,9,11
2203,06:20:AM,07:00:PM,2023,9,11
2204,07:25:AM,07:15:PM,2023,9,11
2205,07:55:AM,07:30:PM,2023,9,11
2206,06:35:AM,07:45:PM,2023,9,11
2207,07:30:AM,08:00:PM,2023,9,11
2208,07:42:AM,08:15:PM,2023,9,11
2209,06:10:AM,08:30:PM,2023,9,11
2210,07:20:AM,05:30:PM,2023,9,11
2211,07:35:AM,05:45:PM,2023,9,11
2212,06:50:AM,06:00:PM,2023,9,11
2213,07:57:AM,06:15:PM,2023,9,11
2214,07:15:AM,06:30:PM,2023,9,11
2215,06:25:AM,06:45:PM,2023,9,11
2216,07:37:AM,07:00:PM,2023,9,11
2217,07:50:AM,07:15:PM,2023,9,11
2218,06:08:AM,07:30:PM,2023,9,11
2219,07:18:AM,07:45:PM,2023,9,11
2220,07:33:AM,08:00:PM,2023,9,11
2221,06:52:AM,08:15:PM,2023,9,11
2222,07:59:AM,08:30:PM,2023,9,11
2223,07:17:AM,05:30:PM,2023,9,11
2224,06:28:AM,05:45:PM,2023,9,11
2225,07:40:AM,06:00:PM,2023,9,11
2226,07:55:AM,06:15:PM,2023,9,11
2227,06:15:AM,06:30:PM,2023,9,11
2197,07:03:AM,05:30:PM,2023,9,12
2198,06:10:AM,05:45:PM,2023,9,12
2199,07:23:AM,06:00:PM,2023,9,12
2200,06:15:AM,06:15:PM,2023,9,12
2201,07:40:AM,06:30:PM,2023,9,12
2202,07:12:AM,06:45:PM,2023,9,12
2203,06:20:AM,07:00:PM,2023,9,12
2204,07:25:AM,07:15:PM,2023,9,12
2205,07:55:AM,07:30:PM,2023,9,12
2206,06:35:AM,07:45:PM,2023,9,12
2207,07:30:AM,08:00:PM,2023,9,12
2208,07:42:AM,08:15:PM,2023,9,12
2209,06:10:AM,08:30:PM,2023,9,12
2210,07:20:AM,05:30:PM,2023,9,12
2211,07:35:AM,05:45:PM,2023,9,12
2212,06:50:AM,06:00:PM,2023,9,12
2213,07:57:AM,06:15:PM,2023,9,12
2214,07:15:AM,06:30:PM,2023,9,12
2215,06:25:AM,06:45:PM,2023,9,12
2216,07:37:AM,07:00:PM,2023,9,12
2217,07:50:AM,07:15:PM,2023,9,12
2218,06:08:AM,07:30:PM,2023,9,12
2219,07:18:AM,07:45:PM,2023,9,12
2220,07:33:AM,08:00:PM,2023,9,12
2221,06:52:AM,08:15:PM,2023,9,12
2222,07:59:AM,08:30:PM,2023,9,12
2223,07:17:AM,05:30:PM,2023,9,12
2224,06:28:AM,05:45:PM,2023,9,12
2225,07:40:AM,06:00:PM,2023,9,12
2226,07:55:AM,06:15:PM,2023,9,12
2227,06:15:AM,06:30:PM,2023,9,12
2197,06:03:AM,05:17:PM,2023,9,13
2198,07:10:AM,05:38:PM,2023,9,13
2199,07:23:AM,06:42:PM,2023,9,13
2200,06:15:AM,06:55:PM,2023,9,13
2201,07:40:AM,06:23:PM,2023,9,13
2202,07:12:AM,06:30:PM,2023,9,13
2203,06:20:AM,07:12:PM,2023,9,13
2204,07:25:AM,07:25:PM,2023,9,13
2205,07:55:AM,07:50:PM,2023,9,13
2206,06:35:AM,07:07:PM,2023,9,13
2207,07:30:AM,08:28:PM,2023,9,13
2208,07:42:AM,08:45:PM,2023,9,13
2209,06:10:AM,08:36:PM,2023,9,13
2210,07:20:AM,05:14:PM,2023,9,13
2211,07:35:AM,05:58:PM,2023,9,13
2212,06:50:AM,06:09:PM,2023,9,13
2213,07:57:AM,06:32:PM,2023,9,13
2214,07:15:AM,06:41:PM,2023,9,13
2215,06:25:AM,06:53:PM,2023,9,13
2216,07:37:AM,07:34:PM,2023,9,13
2217,07:50:AM,07:45:PM,2023,9,13
2218,06:08:AM,07:59:PM,2023,9,13
2219,07:18:AM,07:23:PM,2023,9,13
2220,07:33:AM,08:07:PM,2023,9,13
2221,06:52:AM,08:15:PM,2023,9,13
2222,07:59:AM,08:59:PM,2023,9,13
2223,07:17:AM,05:45:PM,2023,9,13
2224,06:28:AM,05:36:PM,2023,9,13
2225,07:40:AM,06:19:PM,2023,9,13
2226,07:55:AM,06:26:PM,2023,9,13
2227,06:15:AM,05:32:PM,2023,9,13
2197,06:03:AM,05:47:PM,2023,9,14
2198,07:10:AM,06:08:PM,2023,9,14
2199,07:23:AM,06:22:PM,2023,9,14
2200,06:15:AM,06:38:PM,2023,9,14
2201,07:40:AM,06:55:PM,2023,9,14
2202,07:12:AM,07:10:PM,2023,9,14
2203,06:20:AM,07:28:PM,2023,9,14
2204,07:25:AM,07:43:PM,2023,9,14
2205,07:55:AM,07:57:PM,2023,9,14
2206,06:35:AM,08:12:PM,2023,9,14
2207,07:30:AM,08:27:PM,2023,9,14
2208,07:42:AM,08:41:PM,2023,9,14
2209,06:10:AM,05:23:PM,2023,9,14
2210,07:20:AM,05:37:PM,2023,9,14
2211,07:35:AM,05:51:PM,2023,9,14
2212,06:50:AM,06:06:PM,2023,9,14
2213,07:57:AM,06:20:PM,2023,9,14
2214,07:15:AM,06:34:PM,2023,9,14
2215,06:25:AM,06:49:PM,2023,9,14
2216,07:37:AM,07:04:PM,2023,9,14
2217,07:50:AM,07:18:PM,2023,9,14
2218,06:08:AM,07:32:PM,2023,9,14
2219,07:18:AM,07:47:PM,2023,9,14
2220,07:33:AM,08:01:PM,2023,9,14
2221,06:52:AM,08:15:PM,2023,9,14
2222,07:59:AM,08:29:PM,2023,9,14
2223,07:17:AM,05:15:PM,2023,9,14
2224,06:28:AM,05:29:PM,2023,9,14
2225,07:40:AM,05:43:PM,2023,9,14
2226,07:55:AM,05:59:PM,2023,9,14
2227,06:15:AM,06:13:PM,2023,9,14
2197,06:03:AM,06:27:PM,2023,9,15
2198,07:10:AM,06:41:PM,2023,9,15
2199,07:23:AM,06:55:PM,2023,9,15
2200,06:15:AM,07:09:PM,2023,9,15
2201,07:40:AM,07:23:PM,2023,9,15
2202,07:12:AM,07:37:PM,2023,9,15
2203,06:20:AM,07:51:PM,2023,9,15
2204,07:25:AM,08:05:PM,2023,9,15
2205,07:55:AM,08:19:PM,2023,9,15
2206,06:35:AM,08:33:PM,2023,9,15
2207,07:30:AM,08:47:PM,2023,9,15
2208,07:42:AM,05:03:PM,2023,9,15
2209,06:10:AM,05:17:PM,2023,9,15
2210,07:20:AM,05:31:PM,2023,9,15
2211,07:35:AM,05:45:PM,2023,9,15
2212,06:50:AM,05:59:PM,2023,9,15
2213,07:57:AM,06:13:PM,2023,9,15
2214,07:15:AM,06:27:PM,2023,9,15
2215,06:25:AM,06:41:PM,2023,9,15
2216,07:37:AM,06:55:PM,2023,9,15
2217,07:50:AM,07:09:PM,2023,9,15
2218,06:08:AM,07:23:PM,2023,9,15
2219,07:18:AM,07:37:PM,2023,9,15
2220,07:33:AM,07:51:PM,2023,9,15
2221,06:52:AM,08:05:PM,2023,9,15
2222,07:59:AM,08:19:PM,2023,9,15
2223,07:17:AM,08:33:PM,2023,9,15
2224,06:28:AM,08:47:PM,2023,9,15
2225,07:40:AM,,2023,9,15
2226,07:55:AM,,2023,9,15
2227,06:15:AM,,2023,9,15
